"from"	"to"	"Metabolite"
"ENSG00000072778"	"ENSG00000108839"	"m2404"
"ENSG00000072778"	"ENSG00000171903"	"m2404"
"ENSG00000072778"	"ENSG00000171954"	"m2404"
"ENSG00000072778"	"ENSG00000186115"	"m2404"
"ENSG00000072778"	"ENSG00000186526"	"m2404"
"ENSG00000072778"	"ENSG00000186529"	"m2404"
"ENSG00000108839"	"ENSG00000072778"	"m2408"
"ENSG00000108839"	"ENSG00000115361"	"m2408"
"ENSG00000108839"	"ENSG00000117054"	"m2408"
"ENSG00000108839"	"ENSG00000177646"	"m2408"
"ENSG00000084754 and ENSG00000113790 and ENSG00000127884"	"ENSG00000057252"	"m2426"
"ENSG00000084754 and ENSG00000113790 and ENSG00000127884"	"ENSG00000167780"	"m2426"
"ENSG00000095321"	"ENSG00000095321"	"m243"
"ENSG00000095321"	"ENSG00000157184"	"m243"
"ENSG00000068366"	"ENSG00000171903"	"m2431"
"ENSG00000068366"	"ENSG00000171954"	"m2431"
"ENSG00000068366"	"ENSG00000186115"	"m2431"
"ENSG00000068366"	"ENSG00000186526"	"m2431"
"ENSG00000068366"	"ENSG00000186529"	"m2431"
"ENSG00000084754 and ENSG00000113790 and ENSG00000127884"	"ENSG00000157326"	"m2439"
"ENSG00000084754 and ENSG00000113790 and ENSG00000127884"	"ENSG00000159228"	"m2439"
"ENSG00000084754 and ENSG00000113790 and ENSG00000127884"	"ENSG00000159231"	"m2439"
"ENSG00000103064"	"ENSG00000008394"	"m2441"
"ENSG00000103064"	"ENSG00000065621"	"m2441"
"ENSG00000103064"	"ENSG00000084207"	"m2441"
"ENSG00000103064"	"ENSG00000085871"	"m2441"
"ENSG00000103064"	"ENSG00000099984"	"m2441"
"ENSG00000103064"	"ENSG00000134184"	"m2441"
"ENSG00000103064"	"ENSG00000134201"	"m2441"
"ENSG00000103064"	"ENSG00000134202"	"m2441"
"ENSG00000103064"	"ENSG00000143198"	"m2441"
"ENSG00000103064"	"ENSG00000148834"	"m2441"
"ENSG00000103064"	"ENSG00000168765"	"m2441"
"ENSG00000103064"	"ENSG00000170899"	"m2441"
"ENSG00000103064"	"ENSG00000174156"	"m2441"
"ENSG00000103064"	"ENSG00000182793"	"m2441"
"ENSG00000103064"	"ENSG00000197448"	"m2441"
"ENSG00000103064"	"ENSG00000213366"	"m2441"
"ENSG00000103064"	"ENSG00000243955"	"m2441"
"ENSG00000103064"	"ENSG00000244067"	"m2441"
"ENSG00000033100"	"ENSG00000127415"	"m2448"
"ENSG00000128242"	"ENSG00000119723"	"m2449"
"ENSG00000119723"	"ENSG00000087111 and ENSG00000101464 and ENSG00000124155 and ENSG00000142892 and ENSG00000197858"	"m2450"
"ENSG00000196177"	"ENSG00000116761"	"m2451"
"ENSG00000103064"	"ENSG00000164466"	"m2470"
"ENSG00000103064"	"ENSG00000107819"	"m2470"
"ENSG00000164466"	"ENSG00000116133"	"m2471"
"ENSG00000134294"	"ENSG00000188338"	"m2476"
"ENSG00000188338"	"ENSG00000198610"	"m2478"
"ENSG00000147576"	"ENSG00000140459"	"m2479"
"ENSG00000174640"	"ENSG00000103546"	"m248"
"ENSG00000174640"	"ENSG00000142319"	"m248"
"ENSG00000174640"	"ENSG00000112499"	"m248"
"ENSG00000174640"	"ENSG00000146477"	"m248"
"ENSG00000174640"	"ENSG00000175003"	"m248"
"ENSG00000147383"	"ENSG00000099194"	"m249"
"ENSG00000147383"	"ENSG00000145284"	"m249"
"ENSG00000108784"	"ENSG00000021461"	"m2495"
"ENSG00000108784"	"ENSG00000106258"	"m2495"
"ENSG00000108784"	"ENSG00000108242"	"m2495"
"ENSG00000108784"	"ENSG00000138061"	"m2495"
"ENSG00000108784"	"ENSG00000138109"	"m2495"
"ENSG00000108784"	"ENSG00000138115"	"m2495"
"ENSG00000108784"	"ENSG00000140465"	"m2495"
"ENSG00000108784"	"ENSG00000160868"	"m2495"
"ENSG00000108784"	"ENSG00000160870"	"m2495"
"ENSG00000108784"	"ENSG00000165841"	"m2495"
"ENSG00000164904"	"ENSG00000103064"	"m2497"
"ENSG00000164904"	"ENSG00000103257"	"m2497"
"ENSG00000197375"	"ENSG00000060971 and ENSG00000167306"	"m2499"
"ENSG00000197375"	"ENSG00000109181"	"m2499"
"ENSG00000197375"	"ENSG00000135220"	"m2499"
"ENSG00000197375"	"ENSG00000135226"	"m2499"
"ENSG00000197375"	"ENSG00000145626"	"m2499"
"ENSG00000197375"	"ENSG00000156096"	"m2499"
"ENSG00000197375"	"ENSG00000167165"	"m2499"
"ENSG00000197375"	"ENSG00000168671"	"m2499"
"ENSG00000197375"	"ENSG00000171234"	"m2499"
"ENSG00000197375"	"ENSG00000173610"	"m2499"
"ENSG00000197375"	"ENSG00000196620"	"m2499"
"ENSG00000197375"	"ENSG00000197888"	"m2499"
"ENSG00000197375"	"ENSG00000213759"	"m2499"
"ENSG00000197375"	"ENSG00000240224"	"m2499"
"ENSG00000197375"	"ENSG00000241119"	"m2499"
"ENSG00000197375"	"ENSG00000241635"	"m2499"
"ENSG00000197375"	"ENSG00000242366"	"m2499"
"ENSG00000197375"	"ENSG00000242515"	"m2499"
"ENSG00000197375"	"ENSG00000243135"	"m2499"
"ENSG00000197375"	"ENSG00000244122"	"m2499"
"ENSG00000197375"	"ENSG00000244474"	"m2499"
"ENSG00000197375"	"ENSG00000087008"	"m2499"
"ENSG00000197375"	"ENSG00000161533"	"m2499"
"ENSG00000197375"	"ENSG00000198951"	"m2499"
"ENSG00000095321"	"ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721"	"m2500"
"ENSG00000005381"	"ENSG00000149084"	"m2504"
"ENSG00000008394"	"ENSG00000137860"	"m2518"
"ENSG00000008394"	"ENSG00000156222"	"m2518"
"ENSG00000008394"	"ENSG00000197506"	"m2518"
"ENSG00000112499"	"ENSG00000137860"	"m2518"
"ENSG00000112499"	"ENSG00000156222"	"m2518"
"ENSG00000112499"	"ENSG00000197506"	"m2518"
"ENSG00000137860"	"ENSG00000169154"	"m2519"
"ENSG00000120915"	"ENSG00000095321"	"m2530"
"ENSG00000120915"	"ENSG00000157184"	"m2530"
"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"ENSG00000107798"	"m2536"
"ENSG00000021488 and ENSG00000103064 and ENSG00000138079"	"ENSG00000170835"	"m2536"
"ENSG00000149124"	"ENSG00000164089"	"m2548"
"ENSG00000083444"	"ENSG00000069535"	"m2559"
"ENSG00000083444"	"ENSG00000189221"	"m2559"
"ENSG00000103064"	"ENSG00000119723"	"m256"
"ENSG00000103064"	"ENSG00000183048"	"m256"
"ENSG00000103064"	"ENSG00000137563"	"m256"
"ENSG00000103064"	"ENSG00000179913"	"m256"
"ENSG00000117592"	"ENSG00000060971"	"m2561"
"ENSG00000117592"	"ENSG00000072506"	"m2561"
"ENSG00000117592"	"ENSG00000084754"	"m2561"
"ENSG00000117592"	"ENSG00000087008"	"m2561"
"ENSG00000117592"	"ENSG00000097021"	"m2561"
"ENSG00000117592"	"ENSG00000101473"	"m2561"
"ENSG00000117592"	"ENSG00000119673"	"m2561"
"ENSG00000117592"	"ENSG00000127884"	"m2561"
"ENSG00000117592"	"ENSG00000130304"	"m2561"
"ENSG00000117592"	"ENSG00000133835"	"m2561"
"ENSG00000117592"	"ENSG00000136881"	"m2561"
"ENSG00000117592"	"ENSG00000138029"	"m2561"
"ENSG00000117592"	"ENSG00000138796"	"m2561"
"ENSG00000117592"	"ENSG00000140284"	"m2561"
"ENSG00000117592"	"ENSG00000143554"	"m2561"
"ENSG00000117592"	"ENSG00000157426"	"m2561"
"ENSG00000117592"	"ENSG00000161533"	"m2561"
"ENSG00000117592"	"ENSG00000167107"	"m2561"
"ENSG00000117592"	"ENSG00000167114"	"m2561"
"ENSG00000117592"	"ENSG00000167315"	"m2561"
"ENSG00000117592"	"ENSG00000176715"	"m2561"
"ENSG00000117592"	"ENSG00000177465"	"m2561"
"ENSG00000117592"	"ENSG00000184227"	"m2561"
"ENSG00000117592"	"ENSG00000242110"	"m2561"
"ENSG00000103064"	"ENSG00000110090"	"m2563"
"ENSG00000103064"	"ENSG00000169169"	"m2563"
"ENSG00000103064"	"ENSG00000205560"	"m2563"
"ENSG00000178537"	"ENSG00000095321"	"m2564"
"ENSG00000178537"	"ENSG00000157184"	"m2564"
"ENSG00000095321"	"ENSG00000134538"	"m2575"
"ENSG00000134538"	"ENSG00000149742"	"m2576"
"ENSG00000134538"	"ENSG00000175003"	"m2576"
"ENSG00000134538"	"ENSG00000178537"	"m2576"
"ENSG00000134538"	"ENSG00000197119"	"m2576"
"ENSG00000134538"	"ENSG00000197208"	"m2576"
"ENSG00000137992"	"ENSG00000197375"	"m2628"
"ENSG00000137992"	"ENSG00000014257"	"m2628"
"ENSG00000137992"	"ENSG00000076685"	"m2628"
"ENSG00000137992"	"ENSG00000116981"	"m2628"
"ENSG00000137992"	"ENSG00000122643"	"m2628"
"ENSG00000137992"	"ENSG00000125458"	"m2628"
"ENSG00000137992"	"ENSG00000135318"	"m2628"
"ENSG00000137992"	"ENSG00000141698"	"m2628"
"ENSG00000137992"	"ENSG00000146587"	"m2628"
"ENSG00000137992"	"ENSG00000185013"	"m2628"
"ENSG00000137992"	"ENSG00000205309"	"m2628"
"ENSG00000137992"	"ENSG00000250741"	"m2628"
"ENSG00000021488"	"ENSG00000197375"	"m2628"
"ENSG00000021488"	"ENSG00000014257"	"m2628"
"ENSG00000021488"	"ENSG00000076685"	"m2628"
"ENSG00000021488"	"ENSG00000116981"	"m2628"
"ENSG00000021488"	"ENSG00000122643"	"m2628"
"ENSG00000021488"	"ENSG00000125458"	"m2628"
"ENSG00000021488"	"ENSG00000135318"	"m2628"
"ENSG00000021488"	"ENSG00000141698"	"m2628"
"ENSG00000021488"	"ENSG00000146587"	"m2628"
"ENSG00000021488"	"ENSG00000185013"	"m2628"
"ENSG00000021488"	"ENSG00000205309"	"m2628"
"ENSG00000021488"	"ENSG00000250741"	"m2628"
"ENSG00000021488"	"ENSG00000099998"	"m2629"
"ENSG00000021488"	"ENSG00000100031"	"m2629"
"ENSG00000021488"	"ENSG00000100121"	"m2629"
"ENSG00000021488"	"ENSG00000131067"	"m2629"
"ENSG00000021488"	"ENSG00000133475"	"m2629"
"ENSG00000021488"	"ENSG00000167741"	"m2629"
"ENSG00000021488"	"ENSG00000274252"	"m2629"
"ENSG00000021488"	"ENSG00000128683"	"m2631"
"ENSG00000021488"	"ENSG00000136750"	"m2631"
"ENSG00000157326"	"ENSG00000117480"	"m2632"
"ENSG00000157326"	"ENSG00000120915"	"m2632"
"ENSG00000157326"	"ENSG00000143819"	"m2632"
"ENSG00000157326"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"m2632"
"ENSG00000134538"	"ENSG00000069535"	"m2634"
"ENSG00000134538"	"ENSG00000189221"	"m2634"
"ENSG00000134538"	"ENSG00000087253"	"m2634"
"ENSG00000134538"	"ENSG00000111684"	"m2634"
"ENSG00000134538"	"ENSG00000153395"	"m2634"
"ENSG00000134538"	"ENSG00000176454"	"m2634"
"ENSG00000134538"	"ENSG00000104331"	"m2634"
"ENSG00000134538"	"ENSG00000133731"	"m2634"
"ENSG00000134538"	"ENSG00000141401"	"m2634"
"ENSG00000134538"	"ENSG00000172890"	"m2634"
"ENSG00000107798"	"ENSG00000069535"	"m2634"
"ENSG00000107798"	"ENSG00000189221"	"m2634"
"ENSG00000107798"	"ENSG00000087253"	"m2634"
"ENSG00000107798"	"ENSG00000111684"	"m2634"
"ENSG00000107798"	"ENSG00000153395"	"m2634"
"ENSG00000107798"	"ENSG00000176454"	"m2634"
"ENSG00000107798"	"ENSG00000171723"	"m2634"
"ENSG00000107798"	"ENSG00000133731"	"m2634"
"ENSG00000107798"	"ENSG00000141401"	"m2634"
"ENSG00000107798"	"ENSG00000172890"	"m2634"
"ENSG00000012779"	"ENSG00000100156"	"m2634"
"ENSG00000012779"	"ENSG00000108932"	"m2634"
"ENSG00000012779"	"ENSG00000118596"	"m2634"
"ENSG00000012779"	"ENSG00000141526"	"m2634"
"ENSG00000012779"	"ENSG00000155380"	"m2634"
"ENSG00000012779"	"ENSG00000168679"	"m2634"
"ENSG00000012779"	"ENSG00000170190"	"m2634"
"ENSG00000012779"	"ENSG00000060971"	"m2634"
"ENSG00000012779"	"ENSG00000072506"	"m2634"
"ENSG00000012779"	"ENSG00000072778"	"m2634"
"ENSG00000012779"	"ENSG00000084754"	"m2634"
"ENSG00000012779"	"ENSG00000115361"	"m2634"
"ENSG00000012779"	"ENSG00000117054"	"m2634"
"ENSG00000012779"	"ENSG00000127884"	"m2634"
"ENSG00000012779"	"ENSG00000138029"	"m2634"
"ENSG00000012779"	"ENSG00000138796"	"m2634"
"ENSG00000012779"	"ENSG00000167315"	"m2634"
"ENSG00000012779"	"ENSG00000177646"	"m2634"
"ENSG00000012779"	"ENSG00000069535"	"m2634"
"ENSG00000012779"	"ENSG00000189221"	"m2634"
"ENSG00000012779"	"ENSG00000079215"	"m2634"
"ENSG00000012779"	"ENSG00000105143"	"m2634"
"ENSG00000012779"	"ENSG00000106688"	"m2634"
"ENSG00000012779"	"ENSG00000110436"	"m2634"
"ENSG00000012779"	"ENSG00000162383"	"m2634"
"ENSG00000012779"	"ENSG00000087253"	"m2634"
"ENSG00000012779"	"ENSG00000111684"	"m2634"
"ENSG00000012779"	"ENSG00000153395"	"m2634"
"ENSG00000012779"	"ENSG00000176454"	"m2634"
"ENSG00000012779"	"ENSG00000171723"	"m2634"
"ENSG00000012779"	"ENSG00000104331"	"m2634"
"ENSG00000012779"	"ENSG00000133731"	"m2634"
"ENSG00000012779"	"ENSG00000141401"	"m2634"
"ENSG00000012779"	"ENSG00000172890"	"m2634"
"ENSG00000125454"	"ENSG00000072778"	"m2634"
"ENSG00000125454"	"ENSG00000115361"	"m2634"
"ENSG00000125454"	"ENSG00000069535"	"m2634"
"ENSG00000125454"	"ENSG00000189221"	"m2634"
"ENSG00000125454"	"ENSG00000087253"	"m2634"
"ENSG00000125454"	"ENSG00000111684"	"m2634"
"ENSG00000125454"	"ENSG00000153395"	"m2634"
"ENSG00000125454"	"ENSG00000176454"	"m2634"
"ENSG00000125454"	"ENSG00000171723"	"m2634"
"ENSG00000125454"	"ENSG00000104331"	"m2634"
"ENSG00000125454"	"ENSG00000133731"	"m2634"
"ENSG00000125454"	"ENSG00000141401"	"m2634"
"ENSG00000125454"	"ENSG00000172890"	"m2634"
"ENSG00000131238"	"ENSG00000072778"	"m2634"
"ENSG00000131238"	"ENSG00000115361"	"m2634"
"ENSG00000131238"	"ENSG00000069535"	"m2634"
"ENSG00000131238"	"ENSG00000189221"	"m2634"
"ENSG00000131238"	"ENSG00000087253"	"m2634"
"ENSG00000131238"	"ENSG00000111684"	"m2634"
"ENSG00000131238"	"ENSG00000153395"	"m2634"
"ENSG00000131238"	"ENSG00000176454"	"m2634"
"ENSG00000131238"	"ENSG00000171723"	"m2634"
"ENSG00000131238"	"ENSG00000104331"	"m2634"
"ENSG00000131238"	"ENSG00000133731"	"m2634"
"ENSG00000131238"	"ENSG00000141401"	"m2634"
"ENSG00000131238"	"ENSG00000172890"	"m2634"
"ENSG00000183048"	"ENSG00000069535"	"m2634"
"ENSG00000183048"	"ENSG00000189221"	"m2634"
"ENSG00000183048"	"ENSG00000087253"	"m2634"
"ENSG00000183048"	"ENSG00000111684"	"m2634"
"ENSG00000183048"	"ENSG00000153395"	"m2634"
"ENSG00000183048"	"ENSG00000176454"	"m2634"
"ENSG00000183048"	"ENSG00000171723"	"m2634"
"ENSG00000183048"	"ENSG00000104331"	"m2634"
"ENSG00000183048"	"ENSG00000133731"	"m2634"
"ENSG00000183048"	"ENSG00000141401"	"m2634"
"ENSG00000183048"	"ENSG00000172890"	"m2634"
"ENSG00000121270"	"ENSG00000072778"	"m2634"
"ENSG00000121270"	"ENSG00000115361"	"m2634"
"ENSG00000121270"	"ENSG00000069535"	"m2634"
"ENSG00000121270"	"ENSG00000189221"	"m2634"
"ENSG00000121270"	"ENSG00000087253"	"m2634"
"ENSG00000121270"	"ENSG00000111684"	"m2634"
"ENSG00000121270"	"ENSG00000153395"	"m2634"
"ENSG00000121270"	"ENSG00000176454"	"m2634"
"ENSG00000121270"	"ENSG00000171723"	"m2634"
"ENSG00000121270"	"ENSG00000104331"	"m2634"
"ENSG00000121270"	"ENSG00000133731"	"m2634"
"ENSG00000121270"	"ENSG00000141401"	"m2634"
"ENSG00000121270"	"ENSG00000172890"	"m2634"
"ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386"	"ENSG00000072778"	"m2634"
"ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386"	"ENSG00000115361"	"m2634"
"ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386"	"ENSG00000087253"	"m2634"
"ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386"	"ENSG00000111684"	"m2634"
"ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386"	"ENSG00000153395"	"m2634"
"ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386"	"ENSG00000176454"	"m2634"
"ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386"	"ENSG00000104331"	"m2634"
"ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386"	"ENSG00000133731"	"m2634"
"ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386"	"ENSG00000141401"	"m2634"
"ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386"	"ENSG00000172890"	"m2634"
"ENSG00000109181"	"ENSG00000072778"	"m2634"
"ENSG00000109181"	"ENSG00000115361"	"m2634"
"ENSG00000109181"	"ENSG00000069535"	"m2634"
"ENSG00000109181"	"ENSG00000189221"	"m2634"
"ENSG00000109181"	"ENSG00000087253"	"m2634"
"ENSG00000109181"	"ENSG00000111684"	"m2634"
"ENSG00000109181"	"ENSG00000153395"	"m2634"
"ENSG00000109181"	"ENSG00000176454"	"m2634"
"ENSG00000109181"	"ENSG00000104331"	"m2634"
"ENSG00000109181"	"ENSG00000133731"	"m2634"
"ENSG00000109181"	"ENSG00000141401"	"m2634"
"ENSG00000109181"	"ENSG00000172890"	"m2634"
"ENSG00000203857"	"ENSG00000060971"	"m2634"
"ENSG00000203857"	"ENSG00000072506"	"m2634"
"ENSG00000203857"	"ENSG00000072778"	"m2634"
"ENSG00000203857"	"ENSG00000084754"	"m2634"
"ENSG00000203857"	"ENSG00000115361"	"m2634"
"ENSG00000203857"	"ENSG00000117054"	"m2634"
"ENSG00000203857"	"ENSG00000127884"	"m2634"
"ENSG00000203857"	"ENSG00000138029"	"m2634"
"ENSG00000203857"	"ENSG00000138796"	"m2634"
"ENSG00000203857"	"ENSG00000167315"	"m2634"
"ENSG00000203857"	"ENSG00000177646"	"m2634"
"ENSG00000203857"	"ENSG00000087253"	"m2634"
"ENSG00000203857"	"ENSG00000111684"	"m2634"
"ENSG00000203857"	"ENSG00000153395"	"m2634"
"ENSG00000203857"	"ENSG00000176454"	"m2634"
"ENSG00000203857"	"ENSG00000104331"	"m2634"
"ENSG00000203857"	"ENSG00000133731"	"m2634"
"ENSG00000203857"	"ENSG00000141401"	"m2634"
"ENSG00000203857"	"ENSG00000172890"	"m2634"
"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000069535"	"m2634"
"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000189221"	"m2634"
"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000087253"	"m2634"
"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000111684"	"m2634"
"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000153395"	"m2634"
"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000176454"	"m2634"
"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000104331"	"m2634"
"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000133731"	"m2634"
"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000141401"	"m2634"
"ENSG00000072506 and ENSG00000084754 and ENSG00000138796"	"ENSG00000172890"	"m2634"
"ENSG00000149742"	"ENSG00000100156"	"m2634"
"ENSG00000149742"	"ENSG00000108932"	"m2634"
"ENSG00000149742"	"ENSG00000118596"	"m2634"
"ENSG00000149742"	"ENSG00000141526"	"m2634"
"ENSG00000149742"	"ENSG00000155380"	"m2634"
"ENSG00000149742"	"ENSG00000168679"	"m2634"
"ENSG00000149742"	"ENSG00000170190"	"m2634"
"ENSG00000149742"	"ENSG00000069535"	"m2634"
"ENSG00000149742"	"ENSG00000189221"	"m2634"
"ENSG00000149742"	"ENSG00000079215"	"m2634"
"ENSG00000149742"	"ENSG00000105143"	"m2634"
"ENSG00000149742"	"ENSG00000106688"	"m2634"
"ENSG00000149742"	"ENSG00000110436"	"m2634"
"ENSG00000149742"	"ENSG00000162383"	"m2634"
"ENSG00000149742"	"ENSG00000087253"	"m2634"
"ENSG00000149742"	"ENSG00000111684"	"m2634"
"ENSG00000149742"	"ENSG00000153395"	"m2634"
"ENSG00000149742"	"ENSG00000176454"	"m2634"
"ENSG00000149742"	"ENSG00000171723"	"m2634"
"ENSG00000149742"	"ENSG00000104331"	"m2634"
"ENSG00000149742"	"ENSG00000133731"	"m2634"
"ENSG00000149742"	"ENSG00000141401"	"m2634"
"ENSG00000149742"	"ENSG00000172890"	"m2634"
"ENSG00000172461"	"ENSG00000060971"	"m2634"
"ENSG00000172461"	"ENSG00000072506"	"m2634"
"ENSG00000172461"	"ENSG00000072778"	"m2634"
"ENSG00000172461"	"ENSG00000084754"	"m2634"
"ENSG00000172461"	"ENSG00000115361"	"m2634"
"ENSG00000172461"	"ENSG00000117054"	"m2634"
"ENSG00000172461"	"ENSG00000127884"	"m2634"
"ENSG00000172461"	"ENSG00000138029"	"m2634"
"ENSG00000172461"	"ENSG00000138796"	"m2634"
"ENSG00000172461"	"ENSG00000167315"	"m2634"
"ENSG00000172461"	"ENSG00000177646"	"m2634"
"ENSG00000172461"	"ENSG00000069535"	"m2634"
"ENSG00000172461"	"ENSG00000189221"	"m2634"
"ENSG00000172461"	"ENSG00000087253"	"m2634"
"ENSG00000172461"	"ENSG00000111684"	"m2634"
"ENSG00000172461"	"ENSG00000153395"	"m2634"
"ENSG00000172461"	"ENSG00000176454"	"m2634"
"ENSG00000172461"	"ENSG00000104331"	"m2634"
"ENSG00000172461"	"ENSG00000133731"	"m2634"
"ENSG00000172461"	"ENSG00000141401"	"m2634"
"ENSG00000172461"	"ENSG00000172890"	"m2634"
"ENSG00000083807"	"ENSG00000100156"	"m2634"
"ENSG00000083807"	"ENSG00000108932"	"m2634"
"ENSG00000083807"	"ENSG00000118596"	"m2634"
"ENSG00000083807"	"ENSG00000141526"	"m2634"
"ENSG00000083807"	"ENSG00000168679"	"m2634"
"ENSG00000083807"	"ENSG00000170190"	"m2634"
"ENSG00000083807"	"ENSG00000060971"	"m2634"
"ENSG00000083807"	"ENSG00000072506"	"m2634"
"ENSG00000083807"	"ENSG00000072778"	"m2634"
"ENSG00000083807"	"ENSG00000084754"	"m2634"
"ENSG00000083807"	"ENSG00000115361"	"m2634"
"ENSG00000083807"	"ENSG00000117054"	"m2634"
"ENSG00000083807"	"ENSG00000127884"	"m2634"
"ENSG00000083807"	"ENSG00000138029"	"m2634"
"ENSG00000083807"	"ENSG00000138796"	"m2634"
"ENSG00000083807"	"ENSG00000167315"	"m2634"
"ENSG00000083807"	"ENSG00000177646"	"m2634"
"ENSG00000083807"	"ENSG00000069535"	"m2634"
"ENSG00000083807"	"ENSG00000189221"	"m2634"
"ENSG00000083807"	"ENSG00000079215"	"m2634"
"ENSG00000083807"	"ENSG00000105143"	"m2634"
"ENSG00000083807"	"ENSG00000106688"	"m2634"
"ENSG00000083807"	"ENSG00000110436"	"m2634"
"ENSG00000083807"	"ENSG00000162383"	"m2634"
"ENSG00000083807"	"ENSG00000087253"	"m2634"
"ENSG00000083807"	"ENSG00000111684"	"m2634"
"ENSG00000083807"	"ENSG00000153395"	"m2634"
"ENSG00000083807"	"ENSG00000176454"	"m2634"
"ENSG00000083807"	"ENSG00000171723"	"m2634"
"ENSG00000083807"	"ENSG00000104331"	"m2634"
"ENSG00000083807"	"ENSG00000133731"	"m2634"
"ENSG00000083807"	"ENSG00000141401"	"m2634"
"ENSG00000083807"	"ENSG00000172890"	"m2634"
"ENSG00000111885"	"ENSG00000072778"	"m2634"
"ENSG00000111885"	"ENSG00000115361"	"m2634"
"ENSG00000111885"	"ENSG00000069535"	"m2634"
"ENSG00000111885"	"ENSG00000189221"	"m2634"
"ENSG00000111885"	"ENSG00000087253"	"m2634"
"ENSG00000111885"	"ENSG00000111684"	"m2634"
"ENSG00000111885"	"ENSG00000153395"	"m2634"
"ENSG00000111885"	"ENSG00000176454"	"m2634"
"ENSG00000111885"	"ENSG00000171723"	"m2634"
"ENSG00000111885"	"ENSG00000104331"	"m2634"
"ENSG00000111885"	"ENSG00000133731"	"m2634"
"ENSG00000111885"	"ENSG00000141401"	"m2634"
"ENSG00000111885"	"ENSG00000172890"	"m2634"
"ENSG00000167130"	"ENSG00000072778"	"m2634"
"ENSG00000167130"	"ENSG00000115361"	"m2634"
"ENSG00000167130"	"ENSG00000069535"	"m2634"
"ENSG00000167130"	"ENSG00000189221"	"m2634"
"ENSG00000167130"	"ENSG00000087253"	"m2634"
"ENSG00000167130"	"ENSG00000111684"	"m2634"
"ENSG00000167130"	"ENSG00000153395"	"m2634"
"ENSG00000167130"	"ENSG00000176454"	"m2634"
"ENSG00000167130"	"ENSG00000104331"	"m2634"
"ENSG00000167130"	"ENSG00000133731"	"m2634"
"ENSG00000167130"	"ENSG00000141401"	"m2634"
"ENSG00000167130"	"ENSG00000172890"	"m2634"
"ENSG00000100626"	"ENSG00000072778"	"m2634"
"ENSG00000100626"	"ENSG00000115361"	"m2634"
"ENSG00000100626"	"ENSG00000069535"	"m2634"
"ENSG00000100626"	"ENSG00000189221"	"m2634"
"ENSG00000100626"	"ENSG00000087253"	"m2634"
"ENSG00000100626"	"ENSG00000111684"	"m2634"
"ENSG00000100626"	"ENSG00000153395"	"m2634"
"ENSG00000100626"	"ENSG00000176454"	"m2634"
"ENSG00000100626"	"ENSG00000104331"	"m2634"
"ENSG00000100626"	"ENSG00000133731"	"m2634"
"ENSG00000100626"	"ENSG00000141401"	"m2634"
"ENSG00000100626"	"ENSG00000172890"	"m2634"
"ENSG00000100075"	"ENSG00000069535"	"m2634"
"ENSG00000100075"	"ENSG00000189221"	"m2634"
"ENSG00000100075"	"ENSG00000087253"	"m2634"
"ENSG00000100075"	"ENSG00000111684"	"m2634"
"ENSG00000100075"	"ENSG00000153395"	"m2634"
"ENSG00000100075"	"ENSG00000176454"	"m2634"
"ENSG00000100075"	"ENSG00000104331"	"m2634"
"ENSG00000100075"	"ENSG00000133731"	"m2634"
"ENSG00000100075"	"ENSG00000141401"	"m2634"
"ENSG00000100075"	"ENSG00000172890"	"m2634"
"ENSG00000160868"	"ENSG00000087253"	"m2634"
"ENSG00000160868"	"ENSG00000111684"	"m2634"
"ENSG00000160868"	"ENSG00000153395"	"m2634"
"ENSG00000160868"	"ENSG00000176454"	"m2634"
"ENSG00000160868"	"ENSG00000104331"	"m2634"
"ENSG00000160868"	"ENSG00000133731"	"m2634"
"ENSG00000160868"	"ENSG00000141401"	"m2634"
"ENSG00000160868"	"ENSG00000172890"	"m2634"
"ENSG00000089057"	"ENSG00000100156"	"m2634"
